,0
395,"<<하나금융그룹 줍깅챌린지 2차('20.12.21~'21.1.3) 참여 이벤트 당첨자 발표 >>참여해주신 모든 분들께 감사드립니다.당첨되신 분들께는 인스타그램 DM으로 쿠폰을 보내드릴 예정입니다.[일반인 참여 당첨자]- 스타벅스 아메리카노 1잔 (20명)@tglee5269@kwonjinheyck@young_hee9406@ppppapppa@sanddalgi99@hychun_eugenia@kkang_crab@chk4462@jieun4577@rosa.jun@dungdungi82@meeyous2@minilim07@jeonggyeongsu30@100pro_insta@with_csr@ji_y0ung_lee@applecat84@instazizibaek@waniwani1984[하나금융그룹 임직원 및 임직원 가족 참여 당첨자]개별 DM 및 사내 게시판을 통해 발표합니다.* 당첨을 축하드리며, 1월 11일까지 진행되는 하나줍깅챌린지에 지속적인 관심과 참여 부탁드립니다.감사합니다!"
396,"[모두하나데이 사랑나눔 온택트 캠페인]#ESG캠페인1탄 #지구를지키는_줍깅챌린지#해시태그이벤트⠀새해를 맞아, 즐거운 마음으로건강도 지키고! 환경도 지키는줍깅 챌린지에 참여하세요~! 🏃아이와 함께하며 환경의 소중함을 알려주세요!──────────────────────3차 집중 미션! 1일 1줍깅 도전! (‘21.1.4~'21.1.11)──────────────────────💚참여방법① 내 주변의 쓰레기를 줍고 인증샷 남기기② 본인 인스타그램에 아래의 해시태그와 함께인증샷 업로드 <※ 참여 게시물 전체공개 필수>⠀(👇일반인참여 필수 해시태그)#모두하나데이 #하나줍깅챌린지⠀(👇하나금융그룹 직원/가족 필수 해시태그)단체 참여시, [부서/지점명], [가족참여]를 적고#모두하나데이 #하나줍깅챌린지패밀리⠀* 줍깅 챌린지에 참여해주신 분들 중, 20명을 추첨해스타벅스 아메리카노 1잔 선물! (차수별 20명, 총 60명)⠀💚3차 당첨자 발표: 2021.1.13(수) 댓글 및 개별 안내🌏줍깅챌린지 전체 캠페인 기간: 2020.12.07(월) ~ 2021.1.11(월)⠀❗️'1일 1줍깅' 미션은 이벤트 당첨 필수 조건은 아닙니다. 조금 더 적극적인 참여를 부탁 드리는 것이니, 마지막까지 관심 가져주세요!⠀✔비공개 계정, 기간 내 ID 변경 계정 등의 경우 당첨이 취소될 수 있습니다.⠀#2020모두하나데이 #줍깅챌린지 #생활속줍깅챌린지#조깅 #산책 #분리수거 #ESG캠페인 #하나금융그룹"
397,"2021년! 별돌이, 별송이가 여러분의 확실한 행복을 빌겠습니다 😊#2021년에도_늘_행복하세요#하나금융그룹 #모두하나데이 #온택트캠페인"
398,"#EVENT #착한소비챌린지 #해시태그이벤트환경문제를 해결하고,발달장애인의 일자리 창출에 기여하는 ❤️사회적기업을 응원하는 방법!❤️하나 파워온 임팩트 프로그램 참여기업과함께하는 #착한소비 에 함께해주세요↓↓↓↓✅참여 방법 ■ 펀딩 기간: 2020.12.10(목) ~ 2021.1.11(월) ■ 참여 방법  ① ""네이버 해피빈 > 펀딩 > 하나금융그룹 착한소비챌린지"" 접속  ② 펀딩 참여하기 (제품구매)  👉https://bit.ly/2I9ywbk------------------------------------------------------------------------[#이벤트]펀딩 참여 후, #모두하나데이 #하나착한소비챌린지필수 해시태그와 구매(펀딩참여) 인증샷을본인 계정에 업로드 해주세요.이벤트 참여자 중 50명을 추첨해 커피 쿠폰 증정!✔이벤트 참여 기간: 펀딩기간 내✔당첨자 발표: 2021.1.14(목)✔경품: 스타벅스 아메리카노(50명)#모두하나데이 #사랑나눔 #온택트캠페인#ESG #환경문제해결 #지구환경지키기#사회적기업 #발달장애인 #일자리창출#해피빈 #해피빈펀딩 #하나금융그룹"
399,🌏건강한 지구를 위한 실천!⠀오늘은 생활 속탄소배출 줄이는 방법에 대해알아볼까요⁉⠀우리 모두 함께 지구를 지켜요💚⠀아참! 여러분!줍깅 챌린지도 함께 실천해주세요:-D⠀💚줍깅챌린지 자세히 보기👉 https://bit.ly/37oZiGA⠀#2020모두하나데이 #ESG #줍깅챌린지#탄소배출줄이기 #생활속_실천방법#건강한지구_만들기 #하나금융그룹
400,"겨울이 되면 새하얗게 변해우리의 마음까지 청정하게 만드는 여행지!⠀집콕이 길어질 올 겨울,눈으로 청정한 겨울을 느껴보세요 💙같이 보고 싶은 @__ 소환!⠀#사진여행 #안구정화눈풍경 #겨울이야기#모두함께_집콕_화이팅!#하나금융그룹"
401,<하나은행 컬처뱅크>가 전하는🌲크리스마스 이야기🌲하나은행 컬처뱅크 천안역지점과 광주지점이예쁜 크리스마스 소품들로 가득 찼습니다. ^^하나은행을 방문하실 때잠시라도 행복한 연말 기분을 느껴보세요~!#언제어디서나_마스크는_꼭착용해주세요#행복한연말_보내세요♥
402,"<<하나금융그룹 줍깅챌린지1차(12.7~12.20) 참여 이벤트 당첨자 발표>>⠀⠀⠀참여해주신 모든 분들께 감사드립니다♥*당첨되신 분들께는 DM을 보내드릴 예정이니 확인 부탁드립니다.⠀⠀⠀[일반인 참여 당첨자]- 스타벅스 아메리카노 1잔 (20명)⠀⠀⠀@tender_passion@parkdongjin5562@bangabanga3@ziwoo_energy@wang0154@soungnam_moon@samsam1061hj@angellands@run__june@jay_park7796@coehagjun8@mimiinice@neuru261@autum_n101@kilhwa0611@seungheonsong0218@g_seogman@myhyunkyum@icemacalong@parkbyungseo⠀⠀⠀[하나금융그룹 임직원 및 임직원 가족참여 당첨자] 개별DM 및 사내 게시판을 통해 발표합니다.⠀⠀⠀*당첨 축하드리며, 1월 11일까지 진행되는 하나줍깅챌린지에 지속적인 관심과 참여 부탁드립니다 :D감사합니다."
403,"#EVENT #착한소비챌린지 #해시태그이벤트⠀환경문제를 해결하고,발달장애인의 일자리 창출에 기여하는❤️사회적기업을 응원하는 방법!❤️⠀하나 파워온 임팩트 프로그램 참여기업과함께하는 #착한소비 에 함께해주세요↓↓↓↓⠀✅참여 방법■ 펀딩 기간: 2020.12.10(목) ~ 2021.1.11(월)■ 참여 방법① ""네이버 해피빈 > 펀딩 >하나금융그룹 착한소비챌린지"" 접속② 펀딩 참여하기 (제품구매)👉https://bit.ly/2I9ywbk(*프로필 링크를 클릭하시면 빠르게 만나실 수 있어요:-D)------------------------------------------------------------------------[#이벤트]펀딩 참여 후, #모두하나데이 #하나착한소비챌린지필수 해시태그와 구매(펀딩참여) 인증샷을본인 ""인스타그램""에 업로드 해주세요.⠀이벤트 참여자 중 50명을 추첨해 커피 쿠폰 증정!(*참여 게시물 전체공개 필수)⠀✔이벤트 참여 기간: 펀딩기간 내✔당첨자 발표: 2021.1.14(목)✔경품: 스타벅스 아메리카노(50명)⠀#사회적기업 #발달장애인 #일자리창출#ESG #환경문제해결 #지구환경지키기#해피빈 #해피빈펀딩 #하나금융그룹"
404,"[2020 모두하나데이 사랑나눔 온택트 캠페인]⠀#ESG캠페인1탄 #지구를지키는_줍깅챌린지#해시태그이벤트⠀건강도 지키고! 환경도 지키는하나줍깅챌린지에 참여하세요~! 🏃아이와 함께하며 환경의 소중함을 알려주세요!⠀──────────────────────2차 집중 미션! 플라스틱 줍깅 ('20.12.21~'21.1.3)──────────────────────⠀💚참여방법① 내 주변의 쓰레기를 줍고 인증샷 남기기② 본인 인스타그램에 아래의 해시태그와 함께인증샷 업로드 <※ 참여 게시물 전체공개 필수>⠀(👇일반인참여 필수 해시태그)#모두하나데이 #하나줍깅챌린지⠀(👇하나금융그룹 직원/가족 필수 해시태그)단체 참여시, [부서/지점명], [가족참여]를 적고#모두하나데이 #하나줍깅챌린지패밀리⠀* 줍깅챌린지에 참여해주신 분들 중, 20명을 추첨해스타벅스 아메리카노 1잔 선물! (격주 20명, 총 60명)⠀💚2차 당첨자 발표: 2021.1.6(수) 댓글 및 개별 안내🌏줍깅챌린지 전체 캠페인 기간: 2020.12.07(월) ~ 2021.1.11(월)⠀❗️이번엔 플라스틱이다!2차 미션 기간에는 쓰레기를 주울 때, 플라스틱 줍깅에 더 관심가져주시고 재활용품 분리수거도 적극적으로 부탁드립니다.✔비공개 계정, 기간 내 ID 변경 계정 등의 경우 당첨이 취소될 수 있습니다.⠀#2020모두하나데이 #줍깅챌린지 #생활속줍깅챌린지#조깅 #산책 #분리수거 #ESG캠페인 #하나금융그룹"
405,"🌏건강한 지구 만들기 캠페인 🌏여러분! 줍깅챌린지 실천하고 계신가요? 🏃⠀오늘은 환경도 지키고,포인트도 받는 <탄소포인트제> 를 소개합니다.⠀가정과 지구, 모두를 건강하게 하는탄소포인트의 3가지 포인트는?⠀01 탄소포인트제는 무엇!02 포인트는 누구나 받을 수 있을까?!03 포인트 기준과 참여혜택은?!⠀#2020모두하나데이 #ESG #줍깅챌린지#탄소배출줄이기 #에너지절약#건강한_지구_만들기 #하나금융그룹"
406,"생활 속 지구지킴 <줍깅챌린지>🌳🌏⠀올바른 재활용품 분리배출 방법 확인하고,지구를 지키는 줍깅챌린지에여러분 모두 함께해주세요!😎⠀[줍깅챌린지 캠페인 영상보기]👉https://youtu.be/aOUZd9P16Xw────────────────────1차 미션! 우리동네 쓰레기 줍기────────────────────💚참여방법① 내 주변의 쓰레기를 줍고 인증샷 남기기② 본인 인스타그램에 아래의 해시태그와 함께인증샷 업로드 <※ 참여 게시물 전체공개 필수>⠀(👇일반인참여 필수 해시태그)#모두하나데이 #하나줍깅챌린지⠀(👇하나금융그룹 직원/가족 필수 해시태그)단체 참여시, [부서/지점명], [가족참여]를 적고#모두하나데이 #하나줍깅챌린지패밀리⠀💚줍깅챌린지 전체 캠페인 기간 :2020.12.07(월) ~2021.1.11(월)💚1차 미션 기간: 12/07(월) ~ 12/20(일)까지💚1차 당첨자 발표: 12/23(수) 인스타그램 댓글 및 개별 안내💚이벤트 경품: 스타벅스 아메리카노 1잔 [총 20명/주차별]⠀✔비공개 계정, 기간 내 ID 변경 계정 등의 경우 당첨이 취소될 수 있습니다.⠀#하나금융그룹 #2020모두하나데이 #사랑나눔온택트캠페인 #줍깅챌린지#지구를지키는_분리배출"
407,"❤2020 모두하나데이 사랑나눔 온(溫)택트 캠페인!❤건강을 지키고! 환경도 지키는!<줍깅챌린지>에 참여하세요~!🌏🌳아이들과 함께하며 환경의 소중함을 알려주세요!😊────────────────────1차 미션! 우리동네 쓰레기 줍기────────────────────💚전체 캠페인 기간: 2020.12.07(월) ~2021.1.11(월)💚참여방법  ① 종량제 봉투, 에코백, 장갑, 집게 등 준비  ② 내 주변의 쓰레기를 줍고 인증샷 남기기  ③ 본인 인스타그램에 아래의 해시태그와 함께  인증샷 업로드 <※ 참여 게시물 전체공개 필수> (👇일반인 참여 필수 해시태그) #모두하나데이 #하나줍깅챌린지 (👇하나금융그룹 직원/가족 필수 해시태그) 단체 참여시, [부서/지점명], [가족참여]를 적고 #모두하나데이 #하나줍깅챌린지패밀리(*줍깅챌린지 참여자 중 20명 추첨! 커피쿠폰 선물!)💚1차 미션 기간: 12/07(월) ~ 12/20(일)까지💚1차 당첨자 발표: 12/23(수) 댓글 및 개별 안내💚이벤트 경품: 스타벅스 아메리카노 1잔 [총 20명]2주마다 집중 미션이 진행되오니,많은 관심과 참여 부탁드려요!!🏃‍♀️🏃🏃‍♂️"
408,"[착한소비챌린지] #해시태그이벤트 #EVENT⠀❤️환경문제 해결과 발달장애인의 일자리 창출에기여하는 사회적기업 응원❤️⠀하나 파워온 임팩트 프로그램 참여기업과함께하는 #착한소비 에 함께해주세요!⠀------------------------------------------------------------------------💚펀딩 기간: 2020.12.10(목) ~ 2021.01.11(월)💚참여 방법① ""네이버 해피빈 > 펀딩 >하나금융그룹 착한소비챌린지"" 접속👉https://bit.ly/2I9ywbk*프로필 링크를 클릭하시면! 더욱 빠르게 만날 수 있어요!② 펀딩 참여하기 (제품구매)③#모두하나데이 #하나착한소비챌린지해시태그와 구매(펀딩참여) 인증샷을본인 인스타그램에 업로드------------------------------------------------------------------------★착한소비챌린지 참여자 중 50명을 추첨해커피 쿠폰 증정!(*참여 게시물 전체공개 필수)✔이벤트 참여 기간: 펀딩기간 내✔당첨자 발표: 2021.1.14(목)⠀""사회적기업을 응원하는 하나금융그룹의 착한소비챌린지에 많은 참여 부탁드려요!""😘⠀✔비공개 계정, 기간 내 ID 변경 계정 등의 경우 당첨이 취소될 수 있습니다.⠀#2020모두하나데이 #ESG캠페인 #사회적기업#발달장애인 #환경문제해결 #일자리창출 #ESG#해피빈펀딩 #하나금융그룹"
